Local code,Reagent name,CAS number,Chemical category,Location,Observation,Available quantity,Total quantity,Container size
O-22,2-CLOROFENOL,95-57-8,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,330.00 mL,500 mL,Grande
O-23,FURFURIL ALCOHOL,98-00-0 ,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,500 mL,500 mL,Grande
O-24,FLUOROGLUCINOL,108-73-6,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,22.50 g,100 g,Grande
O-25,BENZOFURANO,271-89-6,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,5 g,5 g,Pequeño
O-26,TIMOL,89-83-8 ,Alcoholes y fenoles,ESTANTE MADERA GRANDE,Envasado en un beaker con tapa de rosca.,9.90 g,20 g,Mediano
O-27,"1,4-DIMETOXIBENCENO",150-78-7 ,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,9.00 g,100 g,Mediano
O-27,"1,4-DIMETOXIBENCENO",150-78-7 ,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,165.00 g,250 g,Grande
O-27,"1,4-DIMETOXIBENCENO",150-78-7 ,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,165.00 g,250 g,Grande
O-28,3-METILBUTANOL,123-51-3,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,1 L,1 L,Muy grande
O-29,PEG 600,25322-68-3*,Alcoholes y fenoles,ESTANTE MADERA GRANDE,Recipiente vacío en frasco ámbar sin etiquetas.,0 g,10 mL,Mediano
O-3,BUTIL VINIL ETER,111-34-2,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,74.25 mL,100 mL,Mediano
O-30,BUTILHIDROXITOLUENO,128-37-0,Alcoholes y fenoles,ESTANTE MADERA GRANDE,Envasado en un frasco plástico de alimentos.,30 g,30 g,Mediano
O-32,DIETILENGLICOL,111-46-6 ,Alcoholes y fenoles,ESTANTE MADERA GRANDE,Envasado en frasco ámbar sin etiquetas.,30 mL,30 mL,Mediano
O-33,?-LACTOSA,63-42-3,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,165.00 g,500 g,Grande
O-34,D(-)-MANITOL,69-65-8,Alcoholes y fenoles,ESTANTE MADERA GRANDE,El frasco 2 es un recipiente de conservas sin etiquetado.,74.25 g,100 g,Mediano
O-34,D(-)-MANITOL,69-65-8,Alcoholes y fenoles,ESTANTE MADERA GRANDE,El frasco 2 es un recipiente de conservas sin etiquetado.,66.00 g,100 g,Grande
O-34,D(-)-MANITOL,69-65-8,Alcoholes y fenoles,ESTANTE MADERA GRANDE,El frasco 2 es un recipiente de conservas sin etiquetado.,330.00 g,500 g,Grande
O-35,D(+)-GLUCOSA,50-99-7,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,247.50 g,500 g,Grande
O-36,SACAROSA,57-50-1,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,0.33 kg,1 kg,Grande
O-38,"1,2-DIMETOXIBENCENO",91-16-7,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,82.50 g,100 g,Mediano
O-39,PEG 6000,25322-68-3,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,1 kg,1 kg,Muy grande
O-40,GLICEROL,56-81-5,Alcoholes y fenoles,ESTANTE MADERA GRANDE,Tiene etiqueta NFPA.,0.23 L,1 L,Muy grande
O-40,GLICEROL,56-81-5,Alcoholes y fenoles,ESTANTE MADERA GRANDE,Tiene etiqueta NFPA.,0.45 L,1 L,Grande
O-41,"3,5-DIHIDROXITOLUENO-1-HIDRATO",6153-39-5,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,25 g,25 g,Pequeño-medio
O-42,"1,3-PROPANODIOL",504-63-2,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,100 g,100 g,Mediano
O-43,POLIVINILPIRROLIDONA,9003-39-8,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,100 g,100 g,Mediano
O-44,D(+)-MANOSA,3458-28-4,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,8.25 g,25 g,Mediano
O-45,"1,5-PENTANODIOL",111-29-5,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,100 g,100 g,Mediano
O-46,TRIETILENGLICOL MONOMETIL ÉTER,112-35-6,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,500 mL,500 mL,Grande
O-47,"1,4-BUTANODIOL",110-63-4,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,1 L,1 L,Grande 
O-48,"2,5-DIBROMOHIDROQUINONA",14753-51-6,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,8.25 g,25 g,Mediano
O-49,D(-)-SORBITOL,50-70-4,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,330.00 g,500 g,Grande
O-5,CATECOL,120-80-9,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,440.00 g,500 g,Grande
O-50,POLIFEN 641 LDPE,9002-88-4,Alcoholes y fenoles,ESTANTE MADERA GRANDE,Está reenvasado en un frasco que contenía el compuesto O-6.,NULL,NULL,Grande
O-51,POLIETILENGLICOL MONOMETIL ETER Mn 750,9004-74-4,Alcoholes y fenoles,ESTANTE METALICO CASILLERO,NULL,225.00 g,500 g,Grande
O-52,PEG METIL ETER Mn 2000,9004-74-4*,Alcoholes y fenoles,ESTANTE METALICO SIN LLAVE,NULL,91.67 g,250 g,Grande 
O-53,PEG METIL ETER Mn 5000,9004-74-4**,Alcoholes y fenoles,ESTANTE METALICO SIN LLAVE,NULL,65.62 g,250 g,Grande
O-54,ETILENO CARBONATO,96-49-1,Alcoholes y fenoles,ESTANTE METALICO SIN LLAVE,NULL,458.33 g,500 g,Grande
O-55,ANHIDRIDO SUCCINICO,108-30-5,Alcoholes y fenoles,ESTANTE METALICO SIN LLAVE,NULL,11.88 g,50 g,Medio-grande
O-56,CAPROLACTONA,502-44-3,Alcoholes y fenoles,ESTANTE METALICO SIN LLAVE,NULL,91.67 mL,250 mL,Grande
O-57,PEG 2000,25322-68-3**,Alcoholes y fenoles,ESTANTE METALICO SIN LLAVE,NULL,0.88 kg,1 kg,Muy grande
O-58,"1,3-DIHIDROXINAFTALENO",132-86-5,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,5 g,5 g,Muy pequeño
O-6,ALCOHOL POLIVINILICO,9002-89-5,Alcoholes y fenoles,ESTANTE MADERA GRANDE,Baja viscosidad al 88% de hidrólisis.,500 g,500 g,Grande
O-7,NONIL FENOL ETOXILADO,9016-45-9,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,80 g,80 g,Grande
O-8,ETILENGLICOL MONOETIL ETER,110-80-5 ,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,0.74 kg,1 kg,Grande
O-9,MALTOSA,69-79-4,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,330.00 g,500 g,Grande
O-9,MALTOSA,69-79-4,Alcoholes y fenoles,ESTANTE MADERA GRANDE,NULL,275.00 g,500 g,Grande
P-01,TRIFENILFOSFINA,603-35-0,Compuestos de fósforo,ESTANTE MADERA GRANDE,NULL,16.50 g,100 g,Medio-grande
P-02,TRIFENILFOSFITO,101-02-0*,Compuestos de fósforo,ESTANTE METALICO BAJO LLAVE,NULL,82.50 g,500 g,Grande
P-03,PENTACLORURO DE FOSFORO,10026-13-8,Compuestos de fósforo,ESTANTE MADERA GRANDE,NULL,33.00 g,100 g,Mediano
P-04,PENTOXIDO DE FOSFORO,1314-56-3,Compuestos de fósforo,ESTANTE MADERA GRANDE,NULL,165.00 g,500 g,Grande
Pb-01,CLORURO DE PLOMO,7758-95-4,Compuestos de plomo,ESTANTE MADERA GRANDE,NULL,66.00 g,100 g,Pequeño 
Pt-01,ÁCIDO HEXACLOROPLATINICO(IV),18497-13-7,Compuestos de platino,ESTANTE MADERA GRANDE,"Hay muy poca cantidad, viene dentro de una bolsa sellable, está casi vacio.",0.09 g,1 g,Muy pequeño
S-1,METANOL,67-56-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.5 L,2.5 L,Muy grande
S-1,METANOL,67-56-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1 L,1 L,Grande
S-1,METANOL,67-56-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,4 L,4 L,Gigante
S-1,METANOL,67-56-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.5 L,2.5 L,Grande
S-1,METANOL,67-56-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1 L,1 L,Grande
S-1,METANOL,67-56-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.5 L,2.5 L,Muy grande
S-1,METANOL,67-56-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,4 L,4 L,Gigante
S-1,METANOL,67-56-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.5 L,2.5 L,Grande
S-10,1-HEPTANOL,111-70-6,Solventes,GAVETA DE MADERA BAJO CABINA,Está envasado en un frasco de solvente usado y sin etiquetas.,10 mL,10 mL,Grande
S-10,1-HEPTANOL,111-70-6,Solventes,GAVETA DE MADERA BAJO CABINA,Está envasado en un frasco de solvente usado y sin etiquetas.,10 mL,10 mL,Grande
S-11,ACETONA,67-64-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,4 L,4 L,Muy grande
S-11,ACETONA,67-64-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1 L,1 L,Grande
S-11,ACETONA,67-64-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,4 L,4 L,Muy grande
S-11,ACETONA,67-64-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1 L,1 L,Grande
S-12,ACETATO DE ETILO,141-78-6,Solventes,GAVETA DE MADERA BAJO CABINA,Re-envasado de un frasco de dietil éter.,2.5 L,2.5 L,Grande
S-12,ACETATO DE ETILO,141-78-6,Solventes,GAVETA DE MADERA BAJO CABINA,Re-envasado de un frasco de dietil éter.,2.5 L,2.5 L,Grande
S-13,PEROXIDO DE HIDROGENO,7722-84-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.92 L,1 L,Grande
S-13,PEROXIDO DE HIDROGENO,7722-84-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,5 L,5 L,Gigante
S-13,PEROXIDO DE HIDROGENO,7722-84-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,5 L,5 L,Gigante
S-13,PEROXIDO DE HIDROGENO,7722-84-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.24 L,1 L,Grande
S-13,PEROXIDO DE HIDROGENO,7722-84-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.92 L,1 L,Grande
S-13,PEROXIDO DE HIDROGENO,7722-84-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.24 L,1 L,Grande
S-14,DIETILETER,60-29-7,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.74 L,1 L,Grande
S-14,DIETILETER,60-29-7,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.62 L,5 L,Muy grande
S-14,DIETILETER,60-29-7,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1.47 L,4 L,Muy grande
S-14,DIETILETER,60-29-7,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.62 L,5 L,Muy grande
S-14,DIETILETER,60-29-7,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1.47 L,4 L,Muy grande
S-14,DIETILETER,60-29-7,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.74 L,1 L,Grande
S-16,"1,4-DIOXANO",123-91-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1 L,1 L,Grande
S-16,"1,4-DIOXANO",123-91-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.92 L,1 L,Grande
S-16,"1,4-DIOXANO",123-91-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.75 L,2.5 L,Grande
S-16,"1,4-DIOXANO",123-91-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1 L,1 L,Grande
S-16,"1,4-DIOXANO",123-91-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.92 L,1 L,Grande
S-16,"1,4-DIOXANO",123-91-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.75 L,2.5 L,Grande
S-17,DIFENILETER,101-84-8,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1 L,1 L,Grande
S-17,DIFENILETER,101-84-8,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1 L,1 L,Grande
S-18,CLOROFORMO,67-66-3,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1.12 L,2.5 L,Grande
S-18,CLOROFORMO,67-66-3,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1.12 L,2.5 L,Grande
S-19,DICLOROMETANO,75-09-2,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.5 L,2.5 L,Muy grande
S-19,DICLOROMETANO,75-09-2,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.5 L,2.5 L,Muy grande
S-19,DICLOROMETANO,75-09-2,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.5 L,2.5 L,Grande
S-19,DICLOROMETANO,75-09-2,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.5 L,2.5 L,Muy grande
S-19,DICLOROMETANO,75-09-2,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.5 L,2.5 L,Muy grande
S-19,DICLOROMETANO,75-09-2,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2.5 L,2.5 L,Grande
S-2,ISOPROPANOL,67-63-0,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1.7 L,2.5 L,Grande
S-2,ISOPROPANOL,67-63-0,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,1.7 L,2.5 L,Grande
S-20,TETRACLORURO DE CARBONO,56-23-5,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.73 L,1 L,Grande
S-20,TETRACLORURO DE CARBONO,56-23-5,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.73 L,1 L,Grande
S-20,TETRACLORURO DE CARBONO,56-23-5,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.32 L,1 L,Grande
S-20,TETRACLORURO DE CARBONO,56-23-5,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.32 L,1 L,Grande
S-21,ETANOL,64-17-5,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2 L,2 L,Grande
S-21,ETANOL,64-17-5,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,2 L,2 L,Grande
S-22,2-CLOROETANOL,107-07-3*,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,Sin etiquetas y envasado en un frasco ámbar.,100 mL,100 mL,Grande
S-22,2-CLOROETANOL,107-07-3*,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,Sin etiquetas y envasado en un frasco ámbar.,100 mL,100 mL,Grande
S-23,"1,2-DICLOROETANO",107-06-2,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1 L,1 L,Grande
S-23,"1,2-DICLOROETANO",107-06-2,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,236.23 mL,746 mL,Grande
S-23,"1,2-DICLOROETANO",107-06-2,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,236.23 mL,746 mL,Grande
S-23,"1,2-DICLOROETANO",107-06-2,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1 L,1 L,Grande
S-25,BENCENO,71-43-2,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.82 L,2.5 L,Muy grande
S-25,BENCENO,71-43-2,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.82 L,2.5 L,Muy grande
S-26,ISOOCTANO,540-84-1,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1.38 L,2.5 L,Muy grande
S-26,ISOOCTANO,540-84-1,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1.38 L,2.5 L,Muy grande
S-27,XILENOS,1330-20-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,Uno de los frascos está etiquetado como X-44.,0.88 L,1 L,Grande
S-27,XILENOS,1330-20-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,Uno de los frascos está etiquetado como X-44.,1 L,1 L,Grande
S-27,XILENOS,1330-20-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,Uno de los frascos está etiquetado como X-44.,1 L,1 L,Grande
S-27,XILENOS,1330-20-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,Uno de los frascos está etiquetado como X-44.,1.76 L,2 L,Muy grande
S-27,XILENOS,1330-20-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,Uno de los frascos está etiquetado como X-44.,0.88 L,1 L,Grande
S-27,XILENOS,1330-20-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,Uno de los frascos está etiquetado como X-44.,1.76 L,2 L,Muy grande
S-27,XILENOS,1330-20-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,Uno de los frascos está etiquetado como X-44.,1 L,1 L,Grande
S-27,XILENOS,1330-20-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,Uno de los frascos está etiquetado como X-44.,1 L,1 L,Grande
S-28,CICLOHEXANO,110-82-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.23 L,1 L,Grande
S-28,CICLOHEXANO,110-82-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.56 L,2.5 L,Muy grande
S-28,CICLOHEXANO,110-82-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.23 L,1 L,Grande
S-28,CICLOHEXANO,110-82-7,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.56 L,2.5 L,Muy grande
S-29,DIMETILFORMAMIDA,68-12-2,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,2.29 L,2.5 L,Muy grande
S-29,DIMETILFORMAMIDA,68-12-2,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,2.29 L,2.5 L,Muy grande
S-30,ETANOLAMINA,141-43-5*,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1 L,1 L,Grande
S-30,ETANOLAMINA,141-43-5*,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1 L,1 L,Grande
S-31,TRIETILAMINA,121-44-8,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1.83 L,2.5 L,Muy grande
S-31,TRIETILAMINA,121-44-8,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1.83 L,2.5 L,Muy grande
S-34,NITROBENCENO,98-95-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.45 L,1 L,Grande
S-34,NITROBENCENO,98-95-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.45 L,1 L,Grande
S-35,DIMETILSULFOXIDO,67-68-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.32 L,1 L,Grande
S-35,DIMETILSULFOXIDO,67-68-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.32 L,1 L,Grande
S-35,DIMETILSULFOXIDO,67-68-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,500 mL,500 mL,Grande
S-35,DIMETILSULFOXIDO,67-68-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,500 mL,500 mL,Grande
S-35,DIMETILSULFOXIDO,67-68-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1.12 L,2.5 L,Muy grande
S-35,DIMETILSULFOXIDO,67-68-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1.12 L,2.5 L,Muy grande
S-36,"N,N-DIMETILACETAMIDA",127-19-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.30 L,1 L,Grande
S-36,"N,N-DIMETILACETAMIDA",127-19-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,183.33 mL,500 mL,Grande
S-36,"N,N-DIMETILACETAMIDA",127-19-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,183.33 mL,500 mL,Grande
S-36,"N,N-DIMETILACETAMIDA",127-19-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.30 L,1 L,Grande
S-37,TOLUENO,108-88-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,2.5 L,2.5 L,Muy grande
S-37,TOLUENO,108-88-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,2.5 L,2.5 L,Muy grande
S-37,TOLUENO,108-88-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,5 L,5 L,Gigante
S-37,TOLUENO,108-88-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1 L,1 L,Grande
S-37,TOLUENO,108-88-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1 L,1 L,Grande
S-37,TOLUENO,108-88-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,5 L,5 L,Gigante
S-38,HEXANO,110-54-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,2.5 L,2.5 L,Muy grande
S-38,HEXANO,110-54-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,2.5 L,2.5 L,Muy grande
S-39,ACETONITRILO,75-05-8,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,4 L,4 L,Muy grande
S-39,ACETONITRILO,75-05-8,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,4 L,4 L,Gigante
S-39,ACETONITRILO,75-05-8,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,4 L,4 L,Muy grande
S-39,ACETONITRILO,75-05-8,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,4 L,4 L,Muy grande
S-39,ACETONITRILO,75-05-8,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,4 L,4 L,Gigante
S-39,ACETONITRILO,75-05-8,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,4 L,4 L,Muy grande
S-4,ALCOHOL ISOBUTILICO,78-83-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,275.00 mL,750 mL,Muy grande
S-4,ALCOHOL ISOBUTILICO,78-83-1,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,275.00 mL,750 mL,Muy grande
S-41,MESITILENO,108-67-8,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,500 mL,500 mL,Grande
S-41,MESITILENO,108-67-8,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,500 mL,500 mL,Grande
S-43,DIISOPROPILETER,108-20-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.32 L,1 L,Grande
S-43,DIISOPROPILETER,108-20-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.88 L,1 L,Grande
S-43,DIISOPROPILETER,108-20-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.88 L,1 L,Grande
S-43,DIISOPROPILETER,108-20-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.32 L,1 L,Grande
S-44,ANISOL,100-66-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1 L,1 L,Grande
S-44,ANISOL,100-66-3,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,1 L,1 L,Grande
S-45,n-HEPTANO,142-82-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.18 L,1 L,Grande
S-45,n-HEPTANO,142-82-5,Solventes,GAVETA DE MADERA BAJO ROTAVAPOR,NULL,0.18 L,1 L,Grande
S-5,2-METOXIETANOL,109-86-4,Solventes,GAVETA DE MADERA BAJO CABINA,Tiene etiqueta NFPA.,0.37 L,1 L,Grande
S-5,2-METOXIETANOL,109-86-4,Solventes,GAVETA DE MADERA BAJO CABINA,Tiene etiqueta NFPA.,0.37 L,1 L,Grande
S-7,1-PENTANOL,71-41-0,Solventes,GAVETA DE MADERA BAJO CABINA,Manifiesta haberse vencido en 12/2000.,1 L,1 L,Grande
S-7,1-PENTANOL,71-41-0,Solventes,GAVETA DE MADERA BAJO CABINA,Manifiesta haberse vencido en 12/2000.,1 L,1 L,Grande
S-9,1-BUTANOL,71-36-3,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.47 L,2.5 L,Muy grande
S-9,1-BUTANOL,71-36-3,Solventes,GAVETA DE MADERA BAJO CABINA,NULL,0.47 L,2.5 L,Muy grande
Sn-01,ESTAÑO PURO,7440-31-5,Compuestos de estaño,ESTANTE MADERA GRANDE,NULL,150 g,150 g,Pequeño
Sn-02,CLORURO DE ESTAÑO(II),7772-99-8,Compuestos de estaño,ESTANTE MADERA GRANDE,NULL,0.37 kg,1 kg,Grande
Sn-03,DICLORURO DE DIFENILESTAÑO,1135-99-5,Compuestos de estaño,ESTANTE MADERA GRANDE,Viene dentro de un empaque plástico sellado.,24.75 g,100 g,Medio-grande
Sn-05,2-ETILHEXANOATO DE ESTAÑO(II),301-10-0,Compuestos de estaño,ESTANTE METALICO BAJO LLAVE,NULL,31.67 g,100 g,Mediano
Th-01,NITRATO DE TORIO,13823-29-5,Compuestos de torio,ESTANTE MADERA GRANDE,NULL,49.50 g,100 g,Mediano
Ti-01,DIOXIDO DE TITANIO, 13463-67-7,Compuestos de titanio,ESTANTE MADERA GRANDE,Frasco ámbar sin etiquetas.,50 g,50 g,Pequeño-medio
Ti-02,OXIDO DE TITANIO (IV), 13463-67-7*,Compuestos de titanio,ESTANTE MADERA GRANDE,NULL,10.50 g,50 g,Grande
Ti-03,OXOSULFATO DE TITANIO(IV),13825-74-6,Compuestos de titanio,ESTANTE MADERA GRANDE,NULL,300.00 g,500 g,Grande
Tl-01,NITRATO DE TALIO,10102-45-1,Compuestos de talio,ESTANTE MADERA GRANDE,NULL,49.50 g,100 g,Mediano
Tl-01,NITRATO DE TALIO,10102-45-1,Compuestos de talio,ESTANTE MADERA GRANDE,NULL,33.00 g,100 g,Mediano
Tl-02,SULFATO DE TALIO,10031-59-1,Compuestos de talio,ESTANTE MADERA GRANDE,NULL,9.90 g,30 g,Muy pequeño
U-01,ACETATO DE URANIO,541-09-3,Compuestos de uranio,ESTANTE MADERA GRANDE,NULL,146.67 g,200 g,Mediano
V-01,MONOVANADATO DE AMONIO,7803-55-6,Compuestos de vanadio,ESTANTE MADERA GRANDE,NULL,100 g,100 g,Pequeño
W-01,TUNGSTENO PURO,7440-33-7,Compuestos de tungsteno,ESTANTE MADERA GRANDE,NULL,100 g,100 g,Pequeño-medio
X-1,DIBENZOTIOFENO,132-65-0,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,33.00 g,50 g,Mediano
X-1,DIBENZOTIOFENO,132-65-0,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,0.7 g,2 g,Muy pequeño
X-1,DIBENZOTIOFENO,132-65-0,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,24.75 g,50 g,Mediano
X-10,4-BROMOTOLUENO,106-38-7,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,33.00 g,100 g,Mediano
